service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
12773350,0,0,0,0,0,0,0,20191126,20191220
2773358,0,0,0,0,0,0,0,20191224,20191227
2773347,0,0,0,0,0,0,0,20191124,20191229
2773356,0,0,0,0,0,0,0,20191122,20191220
2773349,0,0,0,0,0,0,0,20191223,20191226
12773347,0,0,0,0,0,0,0,20191125,20191230
12773349,0,0,0,0,0,0,0,20191224,20191227
12773358,0,0,0,0,0,0,0,20191225,20191228
12773355,0,0,0,0,0,0,0,20200101,20200101
2773350,0,0,0,0,0,0,0,20191125,20191219
12773356,0,0,0,0,0,0,0,20191123,20191221
2773351,0,0,0,0,0,0,0,20191230,20191230
12773354,0,0,0,0,0,0,0,20191124,20191229
2773354,0,0,0,0,0,0,0,20191123,20191228
12773351,0,0,0,0,0,0,0,20191231,20191231
2773355,0,0,0,0,0,0,0,20191231,20191231
