service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
12773238,0,0,0,0,0,0,0,20191225,20191228
2773238,0,0,0,0,0,0,0,20191224,20191227
12773231,0,0,0,0,0,0,0,20191231,20191231
12773230,0,0,0,0,0,0,0,20191224,20191227
2773237,0,0,0,0,0,0,0,20191231,20191231
2773227,0,0,0,0,0,0,0,20191125,20191219
2773226,0,0,0,0,0,0,0,20191124,20191229
12773232,0,0,0,0,0,0,0,20191124,20191229
12773234,0,0,0,0,0,0,0,20191123,20191221
12773237,0,0,0,0,0,0,0,20200101,20200101
12773227,0,0,0,0,0,0,0,20191126,20191220
2773230,0,0,0,0,0,0,0,20191223,20191226
2773231,0,0,0,0,0,0,0,20191230,20191230
2773232,0,0,0,0,0,0,0,20191123,20191228
2773234,0,0,0,0,0,0,0,20191122,20191220
12773226,0,0,0,0,0,0,0,20191125,20191230
