service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
13087055,0,0,0,0,0,0,0,20191105,20191231
13023159,0,0,0,0,0,0,0,20191030,20191101
3087059,0,0,0,0,0,0,0,20191101,20191231
13023155,0,0,0,0,0,0,0,20191030,20191101
13087059,0,0,0,0,0,0,0,20191102,20200101
3087058,0,0,0,0,0,0,0,20200101,20200101
13087057,0,0,0,0,0,0,0,20191105,20191231
13087058,0,0,0,0,0,0,0,20200102,20200102
3087055,0,0,0,0,0,0,0,20191104,20191230
3087057,0,0,0,0,0,0,0,20191104,20191230
3087056,0,0,0,0,0,0,0,20200101,20200101
3068408,0,0,0,0,0,0,0,20191101,20191231
3023159,0,0,0,0,0,0,0,20191029,20191031
3023155,0,0,0,0,0,0,0,20191029,20191031
