service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
13087041,0,0,0,0,0,0,0,20191123,20191231
3087043,0,0,0,0,0,0,0,20191123,20191231
13087042,0,0,0,0,0,0,0,20200102,20200102
3087044,0,0,0,0,0,0,0,20191122,20191230
13087043,0,0,0,0,0,0,0,20191124,20200101
3087045,0,0,0,0,0,0,0,20200101,20200101
13087044,0,0,0,0,0,0,0,20191123,20191231
3087046,0,0,0,0,0,0,0,20191123,20191231
13087045,0,0,0,0,0,0,0,20200102,20200102
13087046,0,0,0,0,0,0,0,20191124,20200101
3087042,0,0,0,0,0,0,0,20200101,20200101
3087041,0,0,0,0,0,0,0,20191122,20191230
