service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2773310,0,0,0,0,0,0,0,20191223,20191226
2946536,0,0,0,0,0,0,0,20191231,20191231
12773314,0,0,0,0,0,0,0,20191225,20191228
2773309,0,0,0,0,0,0,0,20191230,20191230
12773306,0,0,0,0,0,0,0,20191125,20191230
12773312,0,0,0,0,0,0,0,20191124,20191229
12773309,0,0,0,0,0,0,0,20191231,20191231
12773308,0,0,0,0,0,0,0,20191126,20191220
12773310,0,0,0,0,0,0,0,20191224,20191227
12946536,0,0,0,0,0,0,0,20200101,20200101
2773312,0,0,0,0,0,0,0,20191123,20191228
2773314,0,0,0,0,0,0,0,20191224,20191227
2773315,0,0,0,0,0,0,0,20191122,20191220
2773308,0,0,0,0,0,0,0,20191125,20191219
12773315,0,0,0,0,0,0,0,20191123,20191221
2773306,0,0,0,0,0,0,0,20191124,20191229
