service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2773296,0,0,0,0,0,0,0,20191125,20191219
2773300,0,0,0,0,0,0,0,20191123,20191228
2773294,0,0,0,0,0,0,0,20191124,20191229
12773296,0,0,0,0,0,0,0,20191126,20191220
12773297,0,0,0,0,0,0,0,20191224,20191227
2773297,0,0,0,0,0,0,0,20191223,20191226
12773298,0,0,0,0,0,0,0,20191231,20191231
2773298,0,0,0,0,0,0,0,20191230,20191230
12773304,0,0,0,0,0,0,0,20200101,20200101
2773303,0,0,0,0,0,0,0,20191224,20191227
2773304,0,0,0,0,0,0,0,20191231,20191231
2773302,0,0,0,0,0,0,0,20191122,20191220
12773294,0,0,0,0,0,0,0,20191125,20191230
12773300,0,0,0,0,0,0,0,20191124,20191229
12773303,0,0,0,0,0,0,0,20191225,20191228
12773302,0,0,0,0,0,0,0,20191123,20191221
